# file...... output/IEEE_123_feeder_0_swing_node.csv
# date...... Tue Apr 17 15:18:40 2018
# user...... reim112
# host...... (null)
# target.... meter 284
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,measured_current_A,measured_current_B,measured_current_C,measured_voltage_A,measured_voltage_B,measured_voltage_C,measured_power
2013-07-29 00:41:00 PST,+300.787-137.545j,-230.707-129.378j,-25.1482+282.07j,+2401.38-0.612998j,-1201.1-2079.45j,-1200.26+2079.96j,+1.8854e+006+940711j
2013-07-29 00:42:00 PST,+300.185-137.313j,-228.593-128.472j,-26.0142+282.705j,+2401.38-0.611757j,-1201.09-2079.46j,-1200.26+2079.96j,+1.8819e+006+935811j
2013-07-29 00:43:00 PST,+295.019-135.356j,-230.253-129.451j,-29.2691+300.351j,+2401.38-0.601096j,-1201.1-2079.45j,-1200.22+2079.97j,+1.91413e+006+947790j
2013-07-29 00:44:00 PST,+303.656-140.023j,-225.861-125.817j,-29.2657+294.907j,+2401.37-0.618462j,-1201.09-2079.46j,-1200.23+2079.97j,+1.91071e+006+947696j
2013-07-29 00:45:00 PST,+302.587-140.131j,-228.783-128.333j,-30.0564+293.823j,+2401.37-0.616088j,-1201.09-2079.46j,-1200.24+2079.97j,+1.91558e+006+948065j
2013-07-29 00:46:00 PST,+299.134-138.867j,-225.48-125.395j,-29.0539+282.627j,+2401.38-0.608946j,-1201.09-2079.47j,-1200.26+2079.97j,+1.87272e+006+930352j
2013-07-29 00:47:00 PST,+289.296-135.76j,-222.944-122.545j,-28.7642+282.135j,+2401.39-0.58844j,-1201.08-2079.47j,-1200.26+2079.97j,+1.83875e+006+921066j
2013-07-29 00:48:00 PST,+292.204-136.785j,-227.616-126.333j,-29.5046+281.474j,+2401.38-0.594468j,-1201.09-2079.46j,-1200.26+2079.97j,+1.85874e+006+926355j
2013-07-29 00:49:00 PST,+292.673-137.11j,-223.097-123.511j,-30.6168+293.666j,+2401.38-0.595386j,-1201.09-2079.47j,-1200.24+2079.97j,+1.87526e+006+933443j
2013-07-29 00:50:00 PST,+303.457-141.148j,-234.146-132.355j,-29.1743+287.351j,+2401.37-0.617658j,-1201.1-2079.44j,-1200.25+2079.97j,+1.91795e+006+950893j
2013-07-29 00:51:00 PST,+294.887-137.874j,-236.158-133.922j,-29.0611+283.197j,+2401.38-0.59998j,-1201.1-2079.44j,-1200.26+2079.97j,+1.89427e+006+940596j
2013-07-29 00:52:00 PST,+281.873-132.31j,-232.606-132.097j,-27.0631+280.381j,+2401.4-0.573331j,-1201.1-2079.45j,-1200.27+2079.97j,+1.8467e+006+922838j
2013-07-29 00:53:00 PST,+299.084-137.787j,-225.146-125.041j,-27.1803+281.221j,+2401.38-0.609192j,-1201.09-2079.47j,-1200.26+2079.97j,+1.86629e+006+929701j
2013-07-29 00:54:00 PST,+300.328-139.074j,-228.022-129.42j,-27.1783+281.207j,+2401.37-0.611492j,-1201.1-2079.46j,-1200.26+2079.97j,+1.88181e+006+933494j
2013-07-29 00:55:00 PST,+296.644-136.957j,-226.722-128.426j,-28.5554+290.814j,+2401.38-0.604125j,-1201.1-2079.46j,-1200.24+2079.97j,+1.89097e+006+935568j
2013-07-29 00:56:00 PST,+300.436-138.349j,-224.154-126.501j,-28.0572+288.2j,+2401.38-0.611965j,-1201.09-2079.47j,-1200.25+2079.97j,+1.88695e+006+933779j
2013-07-29 00:57:00 PST,+304.383-139.147j,-231.356-132.324j,-27.3518+286.077j,+2401.37-0.620339j,-1201.1-2079.45j,-1200.25+2079.97j,+1.91193e+006+942589j
2013-07-29 00:58:00 PST,+301.9-138.094j,-236.512-136.564j,-27.7463+284.101j,+2401.38-0.615253j,-1201.11-2079.44j,-1200.26+2079.97j,+1.91734e+006+942498j
2013-07-29 00:59:00 PST,+301.014-138.036j,-229.657-130.152j,-30.0651+292.721j,+2401.38-0.613334j,-1201.1-2079.45j,-1200.24+2079.97j,+1.91435e+006+941327j
2013-07-29 01:00:00 PST,+297.468-136.705j,-230.781-130.477j,-30.8187+298.653j,+2401.38-0.60601j,-1201.1-2079.45j,-1200.22+2079.97j,+1.92111e+006+945632j
2013-07-29 01:01:00 PST,+307.696-138.638j,-228.343-128.21j,-28.4753+284.135j,+2401.37-0.627756j,-1201.09-2079.46j,-1200.26+2079.97j,+1.90502e+006+935374j
2013-07-29 01:02:00 PST,+308.55-137.198j,-228.876-127.465j,-26.1897+272.515j,+2401.38-0.630097j,-1201.09-2079.46j,-1200.28+2079.97j,+1.87925e+006+924732j
2013-07-29 01:03:00 PST,+315.215-139.961j,-228.791-127.365j,-26.7093+274.849j,+2401.37-0.643773j,-1201.09-2079.46j,-1200.28+2079.97j,+1.90042e+006+933020j
2013-07-29 01:04:00 PST,+323.471-143.131j,-223.118-122.687j,-25.4021+269.632j,+2401.36-0.660798j,-1201.08-2079.47j,-1200.29+2079.97j,+1.89129e+006+930906j
2013-07-29 01:05:00 PST,+323.581-143.679j,-220.083-120.25j,-25.9594+277.162j,+2401.36-0.66086j,-1201.08-2079.48j,-1200.27+2079.97j,+1.89917e+006+936713j
2013-07-29 01:06:00 PST,+316.251-139.231j,-219.403-119.738j,-25.9188+277.869j,+2401.37-0.646281j,-1201.08-2079.48j,-1200.27+2079.97j,+1.88111e+006+926179j
2013-07-29 01:07:00 PST,+313.718-137.049j,-226.658-125.798j,-25.9454+278.613j,+2401.37-0.641454j,-1201.09-2079.46j,-1200.27+2079.97j,+1.89792e+006+929581j
2013-07-29 01:08:00 PST,+316.837-138.346j,-225.676-125.088j,-26.6491+287.503j,+2401.37-0.647853j,-1201.09-2079.47j,-1200.25+2079.96j,+1.92209e+006+940706j
2013-07-29 01:09:00 PST,+306.62-136.731j,-223.236-122.969j,-25.903+283.483j,+2401.38-0.626029j,-1201.08-2079.47j,-1200.26+2079.96j,+1.88096e+006+931043j
2013-07-29 01:10:00 PST,+297.559-133.833j,-226.172-124.698j,-24.449+275.883j,+2401.39-0.607152j,-1201.09-2079.46j,-1200.28+2079.96j,+1.84876e+006+922030j
2013-07-29 01:11:00 PST,+305.266-136.787j,-231.651-129.905j,-25.1489+280.872j,+2401.38-0.623047j,-1201.1-2079.45j,-1200.27+2079.96j,+1.8959e+006+938779j
2013-07-29 01:12:00 PST,+306.952-138.002j,-228.822-127.53j,-26.6827+286.65j,+2401.37-0.626336j,-1201.09-2079.46j,-1200.25+2079.96j,+1.90547e+006+942406j
2013-07-29 01:13:00 PST,+317.543-142.27j,-224.174-123.743j,-25.7053+280.578j,+2401.36-0.64811j,-1201.09-2079.47j,-1200.27+2079.96j,+1.90365e+006+942274j
2013-07-29 01:14:00 PST,+321.059-144.653j,-216.031-117.851j,-26.9695+283.868j,+2401.36-0.65502j,-1201.08-2079.49j,-1200.26+2079.97j,+1.89842e+006+939458j
2013-07-29 01:15:00 PST,+318.043-143.51j,-224.553-125.392j,-26.0181+277.26j,+2401.36-0.648797j,-1201.09-2079.47j,-1200.27+2079.97j,+1.9022e+006+939428j
2013-07-29 01:16:00 PST,+314.597-142.321j,-222.621-123.896j,-25.2647+274.01j,+2401.36-0.641648j,-1201.09-2079.47j,-1200.28+2079.97j,+1.88084e+006+932027j
2013-07-29 01:17:00 PST,+303.335-137.937j,-222.402-122.913j,-26.3076+281.594j,+2401.38-0.618445j,-1201.08-2079.47j,-1200.26+2079.97j,+1.86851e+006+929168j
2013-07-29 01:18:00 PST,+291.179-133.385j,-220.694-120.462j,-25.1197+271.077j,+2401.39-0.59334j,-1201.08-2079.48j,-1200.29+2079.97j,+1.80887e+006+907502j
2013-07-29 01:19:00 PST,+291.289-134.023j,-226.749-126.015j,-24.541+267.96j,+2401.39-0.593372j,-1201.09-2079.46j,-1200.29+2079.97j,+1.82077e+006+912416j
2013-07-29 01:20:00 PST,+290.394-133.045j,-228.887-127.726j,-26.3589+282.351j,+2401.39-0.591734j,-1201.09-2079.46j,-1200.26+2079.96j,+1.85686e+006+925941j
2013-07-29 01:21:00 PST,+293.069-134.966j,-228.201-127.273j,-28.0149+292.616j,+2401.39-0.596956j,-1201.09-2079.46j,-1200.24+2079.97j,+1.88486e+006+938540j
2013-07-29 01:22:00 PST,+304.444-139.488j,-225.513-125.951j,-26.2498+284.748j,+2401.37-0.620361j,-1201.09-2079.47j,-1200.26+2079.96j,+1.88771e+006+939612j
2013-07-29 01:23:00 PST,+302.667-138.575j,-229.008-130.521j,-26.5325+286.351j,+2401.37-0.616772j,-1201.1-2079.46j,-1200.25+2079.96j,+1.90082e+006+940537j
2013-07-29 01:24:00 PST,+314.987-144.129j,-230.339-131.477j,-23.4896+274.805j,+2401.36-0.641908j,-1201.1-2079.45j,-1200.28+2079.96j,+1.90633e+006+947950j
2013-07-29 01:25:00 PST,+317.529-144.714j,-227.6-129.793j,-23.1207+272.813j,+2401.36-0.647279j,-1201.1-2079.46j,-1200.28+2079.96j,+1.90106e+006+944056j
2013-07-29 01:26:00 PST,+319.34-144.867j,-225.031-127.097j,-22.2931+267.817j,+2401.36-0.65119j,-1201.09-2079.47j,-1200.3+2079.96j,+1.88533e+006+938050j
2013-07-29 01:27:00 PST,+310.137-141.303j,-224.736-128.133j,-23.6675+268.715j,+2401.37-0.632222j,-1201.1-2079.47j,-1200.29+2079.96j,+1.86855e+006+925864j
2013-07-29 01:28:00 PST,+310.107-141.32j,-225.114-128.404j,-24.4672+273.491j,+2401.37-0.632152j,-1201.1-2079.47j,-1200.28+2079.96j,+1.88039e+006+930431j
2013-07-29 01:29:00 PST,+311.458-140.104j,-230.217-132.441j,-27.109+281.837j,+2401.37-0.635508j,-1201.1-2079.45j,-1200.26+2079.97j,+1.91868e+006+937786j
2013-07-29 01:30:00 PST,+308.05-138.793j,-234.776-135.087j,-26.187+276.579j,+2401.37-0.628479j,-1201.11-2079.44j,-1200.27+2079.97j,+1.90943e+006+936551j
2013-07-29 01:31:00 PST,+286.884-131.865j,-235.71-136.446j,-26.2066+279.148j,+2401.39-0.584441j,-1201.11-2079.44j,-1200.27+2079.97j,+1.86792e+006+923295j
2013-07-29 01:32:00 PST,+296.496-134.892j,-237.139-137.099j,-27.8703+285.679j,+2401.38-0.604479j,-1201.11-2079.44j,-1200.25+2079.97j,+1.90965e+006+937110j
2013-07-29 01:33:00 PST,+299.724-136.222j,-234.524-135.153j,-28.8459+290.995j,+2401.38-0.611106j,-1201.11-2079.44j,-1200.24+2079.97j,+1.92245e+006+941550j
2013-07-29 01:34:00 PST,+299.88-136.404j,-230.677-130.766j,-28.8235+291.647j,+2401.38-0.611388j,-1201.1-2079.45j,-1200.24+2079.97j,+1.91041e+006+940086j
2013-07-29 01:35:00 PST,+301.495-137.094j,-219.561-120.728j,-28.3413+288.007j,+2401.38-0.614696j,-1201.08-2079.48j,-1200.25+2079.97j,+1.87191e+006+927328j
2013-07-29 01:36:00 PST,+301.411-138.346j,-225.587-125.292j,-27.1608+277.065j,+2401.38-0.614099j,-1201.09-2079.47j,-1200.27+2079.97j,+1.86426e+006+926709j
2013-07-29 01:37:00 PST,+302.084-138.003j,-222.633-122.832j,-28.3593+277.084j,+2401.38-0.615684j,-1201.08-2079.47j,-1200.27+2079.97j,+1.85869e+006+920231j
2013-07-29 01:38:00 PST,+303.769-139.492j,-226.221-125.383j,-29.1925+284.041j,+2401.37-0.618883j,-1201.09-2079.46j,-1200.26+2079.97j,+1.88782e+006+934809j
2013-07-29 01:39:00 PST,+308.409-140.718j,-223.121-122.835j,-26.7916+276.824j,+2401.37-0.628633j,-1201.08-2079.47j,-1200.27+2079.97j,+1.87205e+006+930700j
2013-07-29 01:40:00 PST,+326.055-147.75j,-223.419-122.977j,-30.0322+292.37j,+2401.35-0.664936j,-1201.08-2079.47j,-1200.24+2079.97j,+1.95131e+006+959918j
2013-07-29 01:41:00 PST,+322.082-145.788j,-222.23-122.301j,-30.4658+296.223j,+2401.35-0.656887j,-1201.08-2079.47j,-1200.23+2079.97j,+1.94747e+006+957273j
2013-07-29 01:42:00 PST,+307.433-139.957j,-223.764-123.76j,-30.2936+295.172j,+2401.37-0.626748j,-1201.09-2079.47j,-1200.23+2079.97j,+1.91477e+006+943826j
2013-07-29 01:43:00 PST,+316.78-143.483j,-225.594-125.268j,-27.6281+277.402j,+2401.36-0.646042j,-1201.09-2079.47j,-1200.27+2079.97j,+1.90239e+006+938501j
2013-07-29 01:44:00 PST,+310.27-140.814j,-224.283-123.835j,-25.9643+264.398j,+2401.37-0.632674j,-1201.09-2079.47j,-1200.3+2079.97j,+1.85316e+006+918956j
2013-07-29 01:45:00 PST,+317.465-142.586j,-222.489-123.248j,-28.8386+278.005j,+2401.36-0.647836j,-1201.09-2079.47j,-1200.27+2079.97j,+1.89882e+006+930522j
2013-07-29 01:46:00 PST,+314.37-140.54j,-220.739-121.809j,-27.8439+276.937j,+2401.37-0.641736j,-1201.08-2079.48j,-1200.27+2079.97j,+1.88288e+006+924493j
2013-07-29 01:47:00 PST,+308.027-137.215j,-225.156-125.455j,-30.3031+288.648j,+2401.38-0.628947j,-1201.09-2079.47j,-1200.25+2079.97j,+1.90784e+006+930253j
2013-07-29 01:48:00 PST,+308.402-137.765j,-232.685-131.055j,-31.1078+296.199j,+2401.37-0.629588j,-1201.1-2079.45j,-1200.23+2079.97j,+1.9461e+006+947882j
2013-07-29 01:49:00 PST,+297.941-134.574j,-235.746-133.678j,-32.5158+300.835j,+2401.38-0.607746j,-1201.1-2079.44j,-1200.22+2079.97j,+1.94144e+006+946078j
2013-07-29 01:50:00 PST,+311.069-140.415j,-234.262-132.335j,-30.4353+290.949j,+2401.37-0.634554j,-1201.1-2079.44j,-1200.24+2079.97j,+1.94533e+006+951081j
2013-07-29 01:51:00 PST,+306.74-137.578j,-229.462-126.844j,-32.4775+305.389j,+2401.38-0.626012j,-1201.09-2079.46j,-1200.21+2079.97j,+1.95024e+006+953968j
2013-07-29 01:52:00 PST,+313.811-140.215j,-217.411-117.272j,-30.438+300.878j,+2401.37-0.640619j,-1201.07-2079.49j,-1200.22+2079.97j,+1.92101e+006+945567j
2013-07-29 01:53:00 PST,+325.318-143.947j,-216.506-115.366j,-28.2233+290.009j,+2401.36-0.664572j,-1201.07-2079.49j,-1200.24+2079.97j,+1.91832e+006+946487j
2013-07-29 01:54:00 PST,+327.033-144.484j,-215.053-114.078j,-28.3648+289.41j,+2401.35-0.668148j,-1201.07-2079.49j,-1200.25+2079.97j,+1.91694e+006+945292j
2013-07-29 01:55:00 PST,+322.795-142.733j,-220.803-121.441j,-27.3788+284.136j,+2401.36-0.659449j,-1201.08-2079.48j,-1200.26+2079.97j,+1.91683e+006+939923j
2013-07-29 01:56:00 PST,+324.976-143.756j,-222.426-122.692j,-28.5997+281.676j,+2401.36-0.663887j,-1201.08-2079.47j,-1200.26+2079.97j,+1.92297e+006+938759j
2013-07-29 01:57:00 PST,+325.638-142.816j,-231.522-130.134j,-28.3548+276.796j,+2401.36-0.665644j,-1201.1-2079.45j,-1200.27+2079.97j,+1.94052e+006+941123j
2013-07-29 01:58:00 PST,+335.818-146.282j,-227.87-127.178j,-30.3851+288.327j,+2401.35-0.686779j,-1201.09-2079.46j,-1200.25+2079.97j,+1.98085e+006+955002j
2013-07-29 01:59:00 PST,+320.485-140.518j,-233.277-131.369j,-28.9395+284.17j,+2401.36-0.655123j,-1201.1-2079.45j,-1200.26+2079.97j,+1.94886e+006+945409j
2013-07-29 02:00:00 PST,+316.021-137.947j,-230.097-128.76j,-29.6047+292.423j,+2401.37-0.646198j,-1201.09-2079.45j,-1200.24+2079.97j,+1.94685e+006+944282j
2013-07-29 02:01:00 PST,+311.183-135.8j,-233.068-132.476j,-30.194+297.078j,+2401.38-0.636317j,-1201.1-2079.45j,-1200.23+2079.97j,+1.95692e+006+945203j
2013-07-29 02:02:00 PST,+338.291-144.883j,-229.079-129.202j,-30.8817+293.324j,+2401.35-0.692651j,-1201.1-2079.46j,-1200.24+2079.97j,+2.00344e+006+956682j
2013-07-29 02:03:00 PST,+336.725-144.353j,-220.655-122.566j,-31.7079+298.762j,+2401.35-0.689399j,-1201.08-2079.48j,-1200.22+2079.97j,+1.98807e+006+950673j
2013-07-29 02:04:00 PST,+318.847-137.781j,-226.395-127.784j,-30.0202+291.47j,+2401.37-0.652437j,-1201.09-2079.46j,-1200.24+2079.97j,+1.94568e+006+935346j
2013-07-29 02:05:00 PST,+331.023-143.537j,-223.838-125.893j,-31.0296+293.086j,+2401.35-0.67719j,-1201.09-2079.47j,-1200.24+2079.97j,+1.9725e+006+945946j
2013-07-29 02:06:00 PST,+340.133-147.712j,-227.923-128.234j,-30.1992+288.258j,+2401.34-0.695753j,-1201.09-2079.46j,-1200.25+2079.97j,+1.99311e+006+957575j
2013-07-29 02:07:00 PST,+345.479-150.568j,-227.765-128.344j,-31.3272+294.936j,+2401.33-0.706511j,-1201.09-2079.46j,-1200.23+2079.97j,+2.02123e+006+969627j
2013-07-29 02:08:00 PST,+333.863-145.993j,-227.662-128.312j,-32.6914+306.821j,+2401.35-0.682597j,-1201.09-2079.46j,-1200.21+2079.97j,+2.0195e+006+969904j
2013-07-29 02:09:00 PST,+323.223-140.432j,-228.409-127.903j,-33.0464+309.876j,+2401.36-0.661141j,-1201.09-2079.46j,-1200.2+2079.97j,+2.00077e+006+961535j
2013-07-29 02:10:00 PST,+329.299-142.893j,-232.143-131.739j,-30.6593+294.856j,+2401.36-0.673628j,-1201.1-2079.45j,-1200.23+2079.97j,+1.99372e+006+957538j
2013-07-29 02:11:00 PST,+316.675-138.557j,-225.967-126.536j,-25.8596+270.246j,+2401.37-0.64743j,-1201.09-2079.46j,-1200.29+2079.97j,+1.88822e+006+921018j
2013-07-29 02:12:00 PST,+315.491-138.185j,-226.902-128.298j,-27.998+276.428j,+2401.37-0.64496j,-1201.09-2079.46j,-1200.27+2079.97j,+1.90559e+006+922920j
2013-07-29 02:13:00 PST,+321.132-139.906j,-234.01-134.812j,-28.5543+285.068j,+2401.37-0.65674j,-1201.11-2079.44j,-1200.26+2079.97j,+1.95986e+006+943205j
2013-07-29 02:14:00 PST,+316.93-139.736j,-231.889-133.099j,-27.9397+281.555j,+2401.37-0.6476j,-1201.1-2079.45j,-1200.26+2079.97j,+1.93561e+006+937516j
2013-07-29 02:15:00 PST,+323.229-142.455j,-235.977-135.978j,-31.0324+295.606j,+2401.36-0.660491j,-1201.11-2079.44j,-1200.23+2079.97j,+1.99458e+006+959497j
2013-07-29 02:16:00 PST,+339.146-147.622j,-234.99-135.396j,-32.9533+305.549j,+2401.34-0.693621j,-1201.11-2079.44j,-1200.21+2079.97j,+2.05339e+006+978461j
2013-07-29 02:17:00 PST,+337.162-145.856j,-232.769-134.393j,-33.0339+302.035j,+2401.35-0.689862j,-1201.11-2079.45j,-1200.22+2079.97j,+2.03666e+006+966427j
2013-07-29 02:18:00 PST,+336.465-145.106j,-228.369-130.518j,-32.016+295.046j,+2401.35-0.688582j,-1201.1-2079.46j,-1200.23+2079.97j,+2.00588e+006+953869j
2013-07-29 02:19:00 PST,+342.602-148.571j,-226.33-127.34j,-33.7879+300.893j,+2401.34-0.700872j,-1201.09-2079.46j,-1200.22+2079.98j,+2.02585e+006+965085j
2013-07-29 02:20:00 PST,+331.884-144.125j,-227.678-128.711j,-34.716+307.293j,+2401.35-0.67888j,-1201.1-2079.46j,-1200.2+2079.98j,+2.01901e+006+961330j
2013-07-29 02:21:00 PST,+326.322-141.35j,-223.544-124.472j,-32.1871+292.565j,+2401.36-0.66762j,-1201.09-2079.47j,-1200.24+2079.97j,+1.9582e+006+938766j
