# file...... solar_meter.csv
# date...... Tue Apr 24 18:58:00 2018
# user...... reim112
# host...... (null)
# target.... solar 5806
# trigger... (none)
# interval.. 15
# limit..... 5760
# timestamp,Insolation,VA_Out
2013-07-29 00:29:15 PST,+0,+0+0j
2013-07-29 00:29:30 PST,+0,+0+0j
2013-07-29 00:29:45 PST,+0,+0+0j
2013-07-29 00:30:00 PST,+0,+0+0j
2013-07-29 00:30:15 PST,+0,+0+0j
2013-07-29 00:30:30 PST,+0,+0+0j
2013-07-29 00:30:45 PST,+0,+0+0j
2013-07-29 00:31:00 PST,+0,+0+0j
2013-07-29 00:31:15 PST,+0,+0+0j
2013-07-29 00:31:30 PST,+0,+0+0j
2013-07-29 00:31:45 PST,+0,+0+0j
2013-07-29 00:32:00 PST,+0,+0+0j
2013-07-29 00:32:15 PST,+0,+0+0j
2013-07-29 00:32:30 PST,+0,+0+0j
2013-07-29 00:32:45 PST,+0,+0+0j
2013-07-29 00:33:00 PST,+0,+0+0j
2013-07-29 00:33:15 PST,+0,+0+0j
2013-07-29 00:33:30 PST,+0,+0+0j
2013-07-29 00:33:45 PST,+0,+0+0j
2013-07-29 00:34:00 PST,+0,+0+0j
2013-07-29 00:34:15 PST,+0,+0+0j
2013-07-29 00:34:30 PST,+0,+0+0j
2013-07-29 00:34:45 PST,+0,+0+0j
2013-07-29 00:35:00 PST,+0,+0+0j
2013-07-29 00:35:15 PST,+0,+0+0j
2013-07-29 00:35:30 PST,+0,+0+0j
2013-07-29 00:35:45 PST,+0,+0+0j
2013-07-29 00:36:00 PST,+0,+0+0j
2013-07-29 00:36:15 PST,+0,+0+0j
2013-07-29 00:36:30 PST,+0,+0+0j
2013-07-29 00:36:45 PST,+0,+0+0j
2013-07-29 00:37:00 PST,+0,+0+0j
2013-07-29 00:37:15 PST,+0,+0+0j
2013-07-29 00:37:30 PST,+0,+0+0j
2013-07-29 00:37:45 PST,+0,+0+0j
2013-07-29 00:38:00 PST,+0,+0+0j
2013-07-29 00:38:15 PST,+0,+0+0j
2013-07-29 00:38:30 PST,+0,+0+0j
2013-07-29 00:38:45 PST,+0,+0+0j
2013-07-29 00:39:00 PST,+0,+0+0j
2013-07-29 00:39:15 PST,+0,+0+0j
2013-07-29 00:39:30 PST,+0,+0+0j
2013-07-29 00:39:45 PST,+0,+0+0j
2013-07-29 00:40:00 PST,+0,+0+0j
2013-07-29 00:40:15 PST,+0,+0+0j
2013-07-29 00:40:30 PST,+0,+0+0j
2013-07-29 00:40:45 PST,+0,+0+0j
2013-07-29 00:41:00 PST,+0,+0+0j
2013-07-29 00:41:15 PST,+0,+0+0j
2013-07-29 00:41:30 PST,+0,+0+0j
2013-07-29 00:41:45 PST,+0,+0+0j
2013-07-29 00:42:00 PST,+0,+0+0j
2013-07-29 00:42:15 PST,+0,+0+0j
2013-07-29 00:42:30 PST,+0,+0+0j
2013-07-29 00:42:45 PST,+0,+0+0j
2013-07-29 00:43:00 PST,+0,+0+0j
2013-07-29 00:43:15 PST,+0,+0+0j
2013-07-29 00:43:30 PST,+0,+0+0j
2013-07-29 00:43:45 PST,+0,+0+0j
2013-07-29 00:44:00 PST,+0,+0+0j
2013-07-29 00:44:15 PST,+0,+0+0j
2013-07-29 00:44:30 PST,+0,+0+0j
2013-07-29 00:44:45 PST,+0,+0+0j
2013-07-29 00:45:00 PST,+0,+0+0j
2013-07-29 00:45:15 PST,+0,+0+0j
2013-07-29 00:45:30 PST,+0,+0+0j
2013-07-29 00:45:45 PST,+0,+0+0j
2013-07-29 00:46:00 PST,+0,+0+0j
2013-07-29 00:46:15 PST,+0,+0+0j
2013-07-29 00:46:30 PST,+0,+0+0j
2013-07-29 00:46:45 PST,+0,+0+0j
2013-07-29 00:47:00 PST,+0,+0+0j
2013-07-29 00:47:15 PST,+0,+0+0j
2013-07-29 00:47:30 PST,+0,+0+0j
2013-07-29 00:47:45 PST,+0,+0+0j
2013-07-29 00:48:00 PST,+0,+0+0j
2013-07-29 00:48:15 PST,+0,+0+0j
2013-07-29 00:48:30 PST,+0,+0+0j
2013-07-29 00:48:45 PST,+0,+0+0j
2013-07-29 00:49:00 PST,+0,+0+0j
2013-07-29 00:49:15 PST,+0,+0+0j
2013-07-29 00:49:30 PST,+0,+0+0j
2013-07-29 00:49:45 PST,+0,+0+0j
2013-07-29 00:50:00 PST,+0,+0+0j
2013-07-29 00:50:15 PST,+0,+0+0j
2013-07-29 00:50:30 PST,+0,+0+0j
2013-07-29 00:50:45 PST,+0,+0+0j
2013-07-29 00:51:00 PST,+0,+0+0j
2013-07-29 00:51:15 PST,+0,+0+0j
2013-07-29 00:51:30 PST,+0,+0+0j
2013-07-29 00:51:45 PST,+0,+0+0j
2013-07-29 00:52:00 PST,+0,+0+0j
2013-07-29 00:52:15 PST,+0,+0+0j
2013-07-29 00:52:30 PST,+0,+0+0j
2013-07-29 00:52:45 PST,+0,+0+0j
2013-07-29 00:53:00 PST,+0,+0+0j
2013-07-29 00:53:15 PST,+0,+0+0j
2013-07-29 00:53:30 PST,+0,+0+0j
2013-07-29 00:53:45 PST,+0,+0+0j
2013-07-29 00:54:00 PST,+0,+0+0j
2013-07-29 00:54:15 PST,+0,+0+0j
2013-07-29 00:54:30 PST,+0,+0+0j
2013-07-29 00:54:45 PST,+0,+0+0j
2013-07-29 00:55:00 PST,+0,+0+0j
2013-07-29 00:55:15 PST,+0,+0+0j
2013-07-29 00:55:30 PST,+0,+0+0j
2013-07-29 00:55:45 PST,+0,+0+0j
2013-07-29 00:56:00 PST,+0,+0+0j
2013-07-29 00:56:15 PST,+0,+0+0j
2013-07-29 00:56:30 PST,+0,+0+0j
2013-07-29 00:56:45 PST,+0,+0+0j
2013-07-29 00:57:00 PST,+0,+0+0j
2013-07-29 00:57:15 PST,+0,+0+0j
2013-07-29 00:57:30 PST,+0,+0+0j
2013-07-29 00:57:45 PST,+0,+0+0j
2013-07-29 00:58:00 PST,+0,+0+0j
2013-07-29 00:58:15 PST,+0,+0+0j
2013-07-29 00:58:30 PST,+0,+0+0j
2013-07-29 00:58:45 PST,+0,+0+0j
2013-07-29 00:59:00 PST,+0,+0+0j
2013-07-29 00:59:15 PST,+0,+0+0j
2013-07-29 00:59:30 PST,+0,+0+0j
2013-07-29 00:59:45 PST,+0,+0+0j
2013-07-29 01:00:00 PST,+0,+0+0j
2013-07-29 01:00:15 PST,+0,+0+0j
2013-07-29 01:00:30 PST,+0,+0+0j
2013-07-29 01:00:45 PST,+0,+0+0j
2013-07-29 01:01:00 PST,+0,+0+0j
2013-07-29 01:01:15 PST,+0,+0+0j
2013-07-29 01:01:30 PST,+0,+0+0j
2013-07-29 01:01:45 PST,+0,+0+0j
2013-07-29 01:02:00 PST,+0,+0+0j
2013-07-29 01:02:15 PST,+0,+0+0j
2013-07-29 01:02:30 PST,+0,+0+0j
2013-07-29 01:02:45 PST,+0,+0+0j
2013-07-29 01:03:00 PST,+0,+0+0j
2013-07-29 01:03:15 PST,+0,+0+0j
2013-07-29 01:03:30 PST,+0,+0+0j
2013-07-29 01:03:45 PST,+0,+0+0j
2013-07-29 01:04:00 PST,+0,+0+0j
2013-07-29 01:04:15 PST,+0,+0+0j
2013-07-29 01:04:30 PST,+0,+0+0j
2013-07-29 01:04:45 PST,+0,+0+0j
2013-07-29 01:05:00 PST,+0,+0+0j
2013-07-29 01:05:15 PST,+0,+0+0j
2013-07-29 01:05:30 PST,+0,+0+0j
2013-07-29 01:05:45 PST,+0,+0+0j
2013-07-29 01:06:00 PST,+0,+0+0j
2013-07-29 01:06:15 PST,+0,+0+0j
2013-07-29 01:06:30 PST,+0,+0+0j
2013-07-29 01:06:45 PST,+0,+0+0j
2013-07-29 01:07:00 PST,+0,+0+0j
2013-07-29 01:07:15 PST,+0,+0+0j
2013-07-29 01:07:30 PST,+0,+0+0j
2013-07-29 01:07:45 PST,+0,+0+0j
2013-07-29 01:08:00 PST,+0,+0+0j
2013-07-29 01:08:15 PST,+0,+0+0j
2013-07-29 01:08:30 PST,+0,+0+0j
2013-07-29 01:08:45 PST,+0,+0+0j
2013-07-29 01:09:00 PST,+0,+0+0j
2013-07-29 01:09:15 PST,+0,+0+0j
2013-07-29 01:09:30 PST,+0,+0+0j
2013-07-29 01:09:45 PST,+0,+0+0j
2013-07-29 01:10:00 PST,+0,+0+0j
2013-07-29 01:10:15 PST,+0,+0+0j
2013-07-29 01:10:30 PST,+0,+0+0j
2013-07-29 01:10:45 PST,+0,+0+0j
2013-07-29 01:11:00 PST,+0,+0+0j
2013-07-29 01:11:15 PST,+0,+0+0j
2013-07-29 01:11:30 PST,+0,+0+0j
2013-07-29 01:11:45 PST,+0,+0+0j
2013-07-29 01:12:00 PST,+0,+0+0j
2013-07-29 01:12:15 PST,+0,+0+0j
2013-07-29 01:12:30 PST,+0,+0+0j
2013-07-29 01:12:45 PST,+0,+0+0j
2013-07-29 01:13:00 PST,+0,+0+0j
2013-07-29 01:13:15 PST,+0,+0+0j
2013-07-29 01:13:30 PST,+0,+0+0j
2013-07-29 01:13:45 PST,+0,+0+0j
2013-07-29 01:14:00 PST,+0,+0+0j
2013-07-29 01:14:15 PST,+0,+0+0j
2013-07-29 01:14:30 PST,+0,+0+0j
2013-07-29 01:14:45 PST,+0,+0+0j
2013-07-29 01:15:00 PST,+0,+0+0j
2013-07-29 01:15:15 PST,+0,+0+0j
2013-07-29 01:15:30 PST,+0,+0+0j
2013-07-29 01:15:45 PST,+0,+0+0j
2013-07-29 01:16:00 PST,+0,+0+0j
2013-07-29 01:16:15 PST,+0,+0+0j
2013-07-29 01:16:30 PST,+0,+0+0j
2013-07-29 01:16:45 PST,+0,+0+0j
2013-07-29 01:17:00 PST,+0,+0+0j
2013-07-29 01:17:15 PST,+0,+0+0j
2013-07-29 01:17:30 PST,+0,+0+0j
2013-07-29 01:17:45 PST,+0,+0+0j
2013-07-29 01:18:00 PST,+0,+0+0j
2013-07-29 01:18:15 PST,+0,+0+0j
2013-07-29 01:18:30 PST,+0,+0+0j
2013-07-29 01:18:45 PST,+0,+0+0j
2013-07-29 01:19:00 PST,+0,+0+0j
2013-07-29 01:19:15 PST,+0,+0+0j
2013-07-29 01:19:30 PST,+0,+0+0j
2013-07-29 01:19:45 PST,+0,+0+0j
2013-07-29 01:20:00 PST,+0,+0+0j
2013-07-29 01:20:15 PST,+0,+0+0j
2013-07-29 01:20:30 PST,+0,+0+0j
2013-07-29 01:20:45 PST,+0,+0+0j
2013-07-29 01:21:00 PST,+0,+0+0j
2013-07-29 01:21:15 PST,+0,+0+0j
2013-07-29 01:21:30 PST,+0,+0+0j
2013-07-29 01:21:45 PST,+0,+0+0j
2013-07-29 01:22:00 PST,+0,+0+0j
2013-07-29 01:22:15 PST,+0,+0+0j
2013-07-29 01:22:30 PST,+0,+0+0j
2013-07-29 01:22:45 PST,+0,+0+0j
2013-07-29 01:23:00 PST,+0,+0+0j
2013-07-29 01:23:15 PST,+0,+0+0j
2013-07-29 01:23:30 PST,+0,+0+0j
2013-07-29 01:23:45 PST,+0,+0+0j
2013-07-29 01:24:00 PST,+0,+0+0j
2013-07-29 01:24:15 PST,+0,+0+0j
2013-07-29 01:24:30 PST,+0,+0+0j
2013-07-29 01:24:45 PST,+0,+0+0j
2013-07-29 01:25:00 PST,+0,+0+0j
2013-07-29 01:25:15 PST,+0,+0+0j
2013-07-29 01:25:30 PST,+0,+0+0j
2013-07-29 01:25:45 PST,+0,+0+0j
2013-07-29 01:26:00 PST,+0,+0+0j
2013-07-29 01:26:15 PST,+0,+0+0j
2013-07-29 01:26:30 PST,+0,+0+0j
2013-07-29 01:26:45 PST,+0,+0+0j
2013-07-29 01:27:00 PST,+0,+0+0j
2013-07-29 01:27:15 PST,+0,+0+0j
2013-07-29 01:27:30 PST,+0,+0+0j
2013-07-29 01:27:45 PST,+0,+0+0j
2013-07-29 01:28:00 PST,+0,+0+0j
2013-07-29 01:28:15 PST,+0,+0+0j
2013-07-29 01:28:30 PST,+0,+0+0j
2013-07-29 01:28:45 PST,+0,+0+0j
2013-07-29 01:29:00 PST,+0,+0+0j
2013-07-29 01:29:15 PST,+0,+0+0j
2013-07-29 01:29:30 PST,+0,+0+0j
2013-07-29 01:29:45 PST,+0,+0+0j
2013-07-29 01:30:00 PST,+0,+0+0j
2013-07-29 01:30:15 PST,+0,+0+0j
2013-07-29 01:30:30 PST,+0,+0+0j
2013-07-29 01:30:45 PST,+0,+0+0j
2013-07-29 01:31:00 PST,+0,+0+0j
2013-07-29 01:31:15 PST,+0,+0+0j
2013-07-29 01:31:30 PST,+0,+0+0j
2013-07-29 01:31:45 PST,+0,+0+0j
2013-07-29 01:32:00 PST,+0,+0+0j
2013-07-29 01:32:15 PST,+0,+0+0j
2013-07-29 01:32:30 PST,+0,+0+0j
2013-07-29 01:32:45 PST,+0,+0+0j
2013-07-29 01:33:00 PST,+0,+0+0j
2013-07-29 01:33:15 PST,+0,+0+0j
2013-07-29 01:33:30 PST,+0,+0+0j
2013-07-29 01:33:45 PST,+0,+0+0j
2013-07-29 01:34:00 PST,+0,+0+0j
2013-07-29 01:34:15 PST,+0,+0+0j
2013-07-29 01:34:30 PST,+0,+0+0j
2013-07-29 01:34:45 PST,+0,+0+0j
2013-07-29 01:35:00 PST,+0,+0+0j
2013-07-29 01:35:15 PST,+0,+0+0j
2013-07-29 01:35:30 PST,+0,+0+0j
2013-07-29 01:35:45 PST,+0,+0+0j
2013-07-29 01:36:00 PST,+0,+0+0j
2013-07-29 01:36:15 PST,+0,+0+0j
2013-07-29 01:36:30 PST,+0,+0+0j
2013-07-29 01:36:45 PST,+0,+0+0j
2013-07-29 01:37:00 PST,+0,+0+0j
2013-07-29 01:37:15 PST,+0,+0+0j
2013-07-29 01:37:30 PST,+0,+0+0j
2013-07-29 01:37:45 PST,+0,+0+0j
2013-07-29 01:38:00 PST,+0,+0+0j
2013-07-29 01:38:15 PST,+0,+0+0j
2013-07-29 01:38:30 PST,+0,+0+0j
2013-07-29 01:38:45 PST,+0,+0+0j
2013-07-29 01:39:00 PST,+0,+0+0j
2013-07-29 01:39:15 PST,+0,+0+0j
2013-07-29 01:39:30 PST,+0,+0+0j
2013-07-29 01:39:45 PST,+0,+0+0j
2013-07-29 01:40:00 PST,+0,+0+0j
2013-07-29 01:40:15 PST,+0,+0+0j
2013-07-29 01:40:30 PST,+0,+0+0j
2013-07-29 01:40:45 PST,+0,+0+0j
2013-07-29 01:41:00 PST,+0,+0+0j
2013-07-29 01:41:15 PST,+0,+0+0j
2013-07-29 01:41:30 PST,+0,+0+0j
2013-07-29 01:41:45 PST,+0,+0+0j
2013-07-29 01:42:00 PST,+0,+0+0j
2013-07-29 01:42:15 PST,+0,+0+0j
2013-07-29 01:42:30 PST,+0,+0+0j
2013-07-29 01:42:45 PST,+0,+0+0j
2013-07-29 01:43:00 PST,+0,+0+0j
2013-07-29 01:43:15 PST,+0,+0+0j
2013-07-29 01:43:30 PST,+0,+0+0j
2013-07-29 01:43:45 PST,+0,+0+0j
2013-07-29 01:44:00 PST,+0,+0+0j
2013-07-29 01:44:15 PST,+0,+0+0j
2013-07-29 01:44:30 PST,+0,+0+0j
2013-07-29 01:44:45 PST,+0,+0+0j
2013-07-29 01:45:00 PST,+0,+0+0j
2013-07-29 01:45:15 PST,+0,+0+0j
2013-07-29 01:45:30 PST,+0,+0+0j
2013-07-29 01:45:45 PST,+0,+0+0j
2013-07-29 01:46:00 PST,+0,+0+0j
2013-07-29 01:46:15 PST,+0,+0+0j
2013-07-29 01:46:30 PST,+0,+0+0j
2013-07-29 01:46:45 PST,+0,+0+0j
2013-07-29 01:47:00 PST,+0,+0+0j
2013-07-29 01:47:15 PST,+0,+0+0j
2013-07-29 01:47:30 PST,+0,+0+0j
2013-07-29 01:47:45 PST,+0,+0+0j
2013-07-29 01:48:00 PST,+0,+0+0j
2013-07-29 01:48:15 PST,+0,+0+0j
2013-07-29 01:48:30 PST,+0,+0+0j
2013-07-29 01:48:45 PST,+0,+0+0j
2013-07-29 01:49:00 PST,+0,+0+0j
2013-07-29 01:49:15 PST,+0,+0+0j
2013-07-29 01:49:30 PST,+0,+0+0j
2013-07-29 01:49:45 PST,+0,+0+0j
2013-07-29 01:50:00 PST,+0,+0+0j
2013-07-29 01:50:15 PST,+0,+0+0j
2013-07-29 01:50:30 PST,+0,+0+0j
2013-07-29 01:50:45 PST,+0,+0+0j
2013-07-29 01:51:00 PST,+0,+0+0j
2013-07-29 01:51:15 PST,+0,+0+0j
2013-07-29 01:51:30 PST,+0,+0+0j
2013-07-29 01:51:45 PST,+0,+0+0j
2013-07-29 01:52:00 PST,+0,+0+0j
2013-07-29 01:52:15 PST,+0,+0+0j
2013-07-29 01:52:30 PST,+0,+0+0j
2013-07-29 01:52:45 PST,+0,+0+0j
2013-07-29 01:53:00 PST,+0,+0+0j
2013-07-29 01:53:15 PST,+0,+0+0j
2013-07-29 01:53:30 PST,+0,+0+0j
2013-07-29 01:53:45 PST,+0,+0+0j
2013-07-29 01:54:00 PST,+0,+0+0j
2013-07-29 01:54:15 PST,+0,+0+0j
2013-07-29 01:54:30 PST,+0,+0+0j
2013-07-29 01:54:45 PST,+0,+0+0j
2013-07-29 01:55:00 PST,+0,+0+0j
2013-07-29 01:55:15 PST,+0,+0+0j
2013-07-29 01:55:30 PST,+0,+0+0j
2013-07-29 01:55:45 PST,+0,+0+0j
2013-07-29 01:56:00 PST,+0,+0+0j
2013-07-29 01:56:15 PST,+0,+0+0j
2013-07-29 01:56:30 PST,+0,+0+0j
2013-07-29 01:56:45 PST,+0,+0+0j
2013-07-29 01:57:00 PST,+0,+0+0j
2013-07-29 01:57:15 PST,+0,+0+0j
2013-07-29 01:57:30 PST,+0,+0+0j
2013-07-29 01:57:45 PST,+0,+0+0j
2013-07-29 01:58:00 PST,+0,+0+0j
2013-07-29 01:58:15 PST,+0,+0+0j
2013-07-29 01:58:30 PST,+0,+0+0j
2013-07-29 01:58:45 PST,+0,+0+0j
2013-07-29 01:59:00 PST,+0,+0+0j
2013-07-29 01:59:15 PST,+0,+0+0j
2013-07-29 01:59:30 PST,+0,+0+0j
2013-07-29 01:59:45 PST,+0,+0+0j
2013-07-29 02:00:00 PST,+0,+0+0j
2013-07-29 02:00:15 PST,+0,+0+0j
2013-07-29 02:00:30 PST,+0,+0+0j
2013-07-29 02:00:45 PST,+0,+0+0j
2013-07-29 02:01:00 PST,+0,+0+0j
2013-07-29 02:01:15 PST,+0,+0+0j
2013-07-29 02:01:30 PST,+0,+0+0j
2013-07-29 02:01:45 PST,+0,+0+0j
2013-07-29 02:02:00 PST,+0,+0+0j
2013-07-29 02:02:15 PST,+0,+0+0j
2013-07-29 02:02:30 PST,+0,+0+0j
2013-07-29 02:02:45 PST,+0,+0+0j
2013-07-29 02:03:00 PST,+0,+0+0j
2013-07-29 02:03:15 PST,+0,+0+0j
2013-07-29 02:03:30 PST,+0,+0+0j
2013-07-29 02:03:45 PST,+0,+0+0j
2013-07-29 02:04:00 PST,+0,+0+0j
2013-07-29 02:04:15 PST,+0,+0+0j
2013-07-29 02:04:30 PST,+0,+0+0j
2013-07-29 02:04:45 PST,+0,+0+0j
2013-07-29 02:05:00 PST,+0,+0+0j
2013-07-29 02:05:15 PST,+0,+0+0j
2013-07-29 02:05:30 PST,+0,+0+0j
2013-07-29 02:05:45 PST,+0,+0+0j
2013-07-29 02:06:00 PST,+0,+0+0j
2013-07-29 02:06:15 PST,+0,+0+0j
2013-07-29 02:06:30 PST,+0,+0+0j
2013-07-29 02:06:45 PST,+0,+0+0j
2013-07-29 02:07:00 PST,+0,+0+0j
2013-07-29 02:07:15 PST,+0,+0+0j
2013-07-29 02:07:30 PST,+0,+0+0j
2013-07-29 02:07:45 PST,+0,+0+0j
2013-07-29 02:08:00 PST,+0,+0+0j
2013-07-29 02:08:15 PST,+0,+0+0j
2013-07-29 02:08:30 PST,+0,+0+0j
2013-07-29 02:08:45 PST,+0,+0+0j
2013-07-29 02:09:00 PST,+0,+0+0j
2013-07-29 02:09:15 PST,+0,+0+0j
2013-07-29 02:09:30 PST,+0,+0+0j
2013-07-29 02:09:45 PST,+0,+0+0j
2013-07-29 02:10:00 PST,+0,+0+0j
2013-07-29 02:10:15 PST,+0,+0+0j
2013-07-29 02:10:30 PST,+0,+0+0j
2013-07-29 02:10:45 PST,+0,+0+0j
2013-07-29 02:11:00 PST,+0,+0+0j
2013-07-29 02:11:15 PST,+0,+0+0j
2013-07-29 02:11:30 PST,+0,+0+0j
2013-07-29 02:11:45 PST,+0,+0+0j
2013-07-29 02:12:00 PST,+0,+0+0j
2013-07-29 02:12:15 PST,+0,+0+0j
2013-07-29 02:12:30 PST,+0,+0+0j
2013-07-29 02:12:45 PST,+0,+0+0j
2013-07-29 02:13:00 PST,+0,+0+0j
2013-07-29 02:13:15 PST,+0,+0+0j
2013-07-29 02:13:30 PST,+0,+0+0j
2013-07-29 02:13:45 PST,+0,+0+0j
2013-07-29 02:14:00 PST,+0,+0+0j
2013-07-29 02:14:15 PST,+0,+0+0j
2013-07-29 02:14:30 PST,+0,+0+0j
2013-07-29 02:14:45 PST,+0,+0+0j
2013-07-29 02:15:00 PST,+0,+0+0j
2013-07-29 02:15:15 PST,+0,+0+0j
2013-07-29 02:15:30 PST,+0,+0+0j
2013-07-29 02:15:45 PST,+0,+0+0j
2013-07-29 02:16:00 PST,+0,+0+0j
2013-07-29 02:16:15 PST,+0,+0+0j
2013-07-29 02:16:30 PST,+0,+0+0j
2013-07-29 02:16:45 PST,+0,+0+0j
2013-07-29 02:17:00 PST,+0,+0+0j
2013-07-29 02:17:15 PST,+0,+0+0j
2013-07-29 02:17:30 PST,+0,+0+0j
